temperature_C,pH,enrichment,thymine_fraction,dna_yield,half_life_hours,stability_ratio,k_U,k_T,k_C,k_A,poly_rate,uv_resistance_ratio,vesicle_fraction,comp_U,comp_T,comp_C,comp_A
64.0,7.5,0.4817863009653186,0.039566990900533415,219307.03864405645,15.542402966800548,96.75653876649783,1.3341234336397044e-05,1.2534961467089522e-07,5.2433597682725094e-05,2.1033747989653418e-06,0.09072459374768958,4.107142857142856,0.7288749999999999,142775.0,6305.0,931.0,9339.0
64.0,8.0,0.482349223579971,0.03961322126019086,227674.76309450043,14.608056664895782,100.13104951377986,1.4222952537601967e-05,1.2913034383591502e-07,5.4587479875143655e-05,2.2230612036406025e-06,0.09621915093944491,4.107142857142856,0.833,141493.0,6268.0,936.0,9533.0
64.0,8.5,0.4780840604041829,0.03926294215879763,223021.29227766447,12.330243174020689,108.67180376958231,1.686474034307047e-05,1.410815096303337e-07,6.128690247399924e-05,2.586648306908451e-06,0.08957953221871821,4.107142857142856,0.7288749999999999,141597.0,6207.0,905.0,9379.0
64.0,9.0,0.4776609048099575,0.03922819025009313,220825.91965208447,8.868511761389094,121.58007293165997,2.3490612106966778e-05,1.7564639829939912e-07,7.981309267268316e-05,3.5311319449065495e-06,0.07597504727387946,4.107142857142856,0.62475,142041.0,6213.0,853.0,9274.0
64.0,9.5,0.4794541143126785,0.03937545866336007,227565.27326043358,5.96951423458882,124.20394784205287,3.4911321560455175e-05,2.5552782827256935e-07,0.00011854104563143812,5.269808455496624e-06,0.059985428033178904,4.107142857142856,0.520625,141473.0,6224.0,910.0,9461.0
64.0,10.0,0.4849445483922044,0.03982636387762065,230330.48696238347,4.46844611032306,112.54774379052759,4.6559231375975074e-05,3.7607661026894355e-07,0.00016880840998147734,7.18302965374373e-06,0.044672588416923696,4.107142857142856,0.4165,141562.0,6303.0,936.0,9461.0
67.0,5.0,0.4756943324767573,0.039066684309685386,228303.9225117779,13.351150487899906,95.14969828371808,1.554208986626015e-05,1.4849413987168484e-07,6.179981807568126e-05,2.4611287205463473e-06,0.010929434870547483,4.107142857142857,0.204,141919.0,6200.0,944.0,9640.0
67.0,5.5,0.4742258333106906,0.0389460829288973,224176.53993878298,14.543614978511695,95.15909643179877,1.4249416548134651e-05,1.361300761513957e-07,5.665583052329718e-05,2.2563718068806107e-06,0.016399824458551506,4.107142857142857,0.306,141583.0,6155.0,932.0,9369.0
67.0,6.0,0.468666962036967,0.03848955726873642,228678.23108346504,15.978633354880225,95.19049264987193,1.2961613160580198e-05,1.23786361047396e-07,5.152352318387517e-05,2.0522714631789287e-06,0.02620707712832913,4.107142857142857,0.408,141593.0,6076.0,915.0,9277.0
67.0,6.5,0.4774498852308024,0.039210860139727736,224948.36900338833,15.971281836250078,95.2948820635351,1.298691423540858e-05,1.238921273933867e-07,5.158422587189947e-05,2.0556830050162916e-06,0.044888466018362765,4.107142857142857,0.51,141788.0,6213.0,940.0,9510.0
