temperature_C,pH,enrichment,thymine_fraction,dna_yield,half_life_hours,stability_ratio,k_U,k_T,k_C,k_A,poly_rate,uv_resistance_ratio,vesicle_fraction,comp_U,comp_T,comp_C,comp_A
79.0,6.0,2.69722964667387,0.22151161349495552,1532755.2166063632,23.563734268123127,95.16649912523607,1.2979269621748468e-05,1.239862359993277e-07,5.1583305182534575e-05,2.0552743263898565e-06,0.026232855288328943,4.107142857142857,0.306,23199.0,8936.0,213.0,7993.0
79.0,6.5,2.6578493178567344,0.21827748021045645,1521942.5148430946,23.591927948413666,95.270862226713,1.3004605161997143e-05,1.240921731237721e-07,5.164407830300971e-05,2.0586908599613344e-06,0.04493261981901368,4.107142857142857,0.38249999999999995,24101.0,9210.0,232.0,8651.0
79.0,7.0,2.6946759604250974,0.221301890469694,1528714.4102808621,23.505988399426613,95.614943473257,1.3088560288170091e-05,1.2444384464225219e-07,5.18457192559157e-05,2.0700177421102954e-06,0.07095699892957376,4.107142857142857,0.459,23409.0,9084.0,221.0,8334.0
79.0,7.5,2.681853536730623,0.2202488411807758,1528272.265521724,23.1014725568809,96.72578319291641,1.3364157531570966e-05,1.2560491854978027e-07,5.2510333412296304e-05,2.1072568180093703e-06,0.09083715047096096,4.107142857142857,0.5355,23356.0,9028.0,203.0,8403.0
79.0,8.0,2.7019291044021596,0.2218975592987281,1532776.119922318,21.712490800161273,100.09922129937321,1.4247390719913135e-05,1.2939334805614832e-07,5.466736777677153e-05,2.22716411764947e-06,0.0963385244400397,4.107142857142857,0.612,23147.0,9037.0,213.0,8329.0
79.0,8.5,2.6896152505340356,0.2208862766139063,1531072.0573613488,18.190390765747498,108.63726074334689,1.689371770188854e-05,1.4136885520169538e-07,6.137659487319258e-05,2.5914222625499094e-06,0.08969066833079345,4.107142857142857,0.5355,23555.0,9057.0,222.0,8169.0
79.0,9.0,2.711910797920337,0.2227173119065011,1528894.8588196354,13.190079684773414,121.54142681092485,2.353097418085778e-05,1.7600414337038123e-07,7.99298978542126e-05,3.5376490532525494e-06,0.07606930509326766,4.107142857142857,0.459,23462.0,9147.0,208.0,8253.0
79.0,9.5,2.7150761355630006,0.22297726717184063,1528709.4430399071,8.855255288681581,124.16446768179027,3.49713069424469e-05,2.560482706041419e-07,0.00011871452855121984,5.279534490434705e-06,0.060059848462574526,4.107142857142857,0.38249999999999995,23360.0,9122.0,227.0,8201.0
79.0,10.0,2.7262933947682377,0.223898491357778,1532082.9392068132,6.627041811095289,112.51196873635864,4.663923044660587e-05,3.768425784580893e-07,0.00016905545838307787,7.1962867574816705e-06,0.04472801109741808,4.107142857142857,0.306,22944.0,8964.0,193.0,7935.0
82.0,5.0,2.6912683600928866,0.22102203923468153,1526911.535816162,19.666283257889702,95.11997336528984,1.5568335115831163e-05,1.487913781170953e-07,6.188870507948777e-05,2.4655928522649736e-06,0.010942761123374776,4.107142857142857,0.14024999999999999,23671.0,9126.0,226.0,8267.0
82.0,5.5,2.680972845132169,0.22017651385143416,1531462.9260984021,21.462984320324406,95.129368577374,1.427347891662983e-05,1.364025654564807e-07,5.6737318902716336e-05,2.2604645391574795e-06,0.016419820753844582,4.107142857142857,0.21037499999999998,23407.0,8981.0,213.0,8189.0
82.0,6.0,2.668007527915533,0.2191117293457201,1531011.6812279942,23.51265236966617,95.16075498721825,1.2983500871638982e-05,1.2403414214364172e-07,5.159762973861877e-05,2.0559939869370415e-06,0.026239031400422153,4.107142857142857,0.28049999999999997,23283.0,8821.0,192.0,7962.0
82.0,6.5,2.6691127993208856,0.21920250042731912,1527768.418397485,23.473590868007893,95.26511178946107,1.3008844671289381e-05,1.2414012020036483e-07,5.1658419735638945e-05,2.0594117168181257e-06,0.044943198495775855,4.107142857142857,0.35062499999999996,23607.0,8977.0,211.0,8158.0
82.0,7.0,2.697464788732394,0.22153092467850583,1530954.999765498,23.444460306476795,95.60917226766549,1.3092827166885167e-05,1.2449192759865753e-07,5.186011668373813e-05,2.0707425651092707e-06,0.0709737046360007,4.107142857142857,0.42074999999999996,23402.0,9044.0,209.0,8170.0
82.0,7.5,2.669470639579661,0.21923188827465814,1523919.6950979973,22.973028543462945,96.71994493834521,1.3368514255157131e-05,1.256534501251289e-07,5.252491540182378e-05,2.107994680383865e-06,0.09085853664556416,4.107142857142857,0.4908749999999999,23503.0,9042.0,238.0,8461.0
82.0,8.0,2.702904972779661,0.22197770307852288,1525998.656077071,21.541857665893463,100.09317942804344,1.4252035378062676e-05,1.294433434153532e-07,5.468254876939933e-05,2.2279439659290884e-06,0.09636120582638887,4.107142857142857,0.5609999999999999,23596.0,9179.0,248.0,8328.0
82.0,8.5,2.6904945705316248,0.22095849129969866,1527135.0194728947,18.16525429896479,108.63070352599284,1.6899225064264052e-05,1.4142347769042743e-07,6.13936390015672e-05,2.5923296569252045e-06,0.08971178458425645,4.107142857142857,0.4908749999999999,23740.0,9092.0,206.0,8110.0
82.0,9.0,2.6623517663391927,0.2186472465109482,1527873.7387148456,13.079114468651971,121.53409071327596,2.3538645292933272e-05,1.7607214833741814e-07,7.9952094188871e-05,3.5388877718122685e-06,0.07608721441156126,4.107142857142857,0.42074999999999996,23579.0,8977.0,232.0,8269.0
82.0,9.5,2.722126416860203,0.22355627578078963,1531103.0507563218,8.832726485272785,124.15697326047781,3.498270761004867e-05,2.5614720324214045e-07,0.00011874749528175844,5.281383135470302e-06,0.06007398860676886,4.107142857142857,0.35062499999999996,23334.0,9105.0,224.0,8065.0
82.0,10.0,2.6790145890659884,0.2200156908894773,1529989.9835219753,6.602098124210518,112.5051776461849,4.665443486445617e-05,3.7698818393438895e-07,0.000169102404665143,7.198806559144687e-06,0.04473854160228336,4.107142857142857,0.28049999999999997,23302.0,8974.0,233.0,8279.0
